"field_agency_fire_id","field_agency_code","field_agency_data_timezone","field_situation_report_date","field_status_date","field_stage_of_control_status","field_system_fire_cause","field_response_type","field_fire_size","field_latitude","field_longitude","full_count"
"2023-R12158","bc","PDT","2023-07-23T03:16:00.000Z","2023-08-18T21:01:00.000Z","OUT","N","FUL","0.01","53.712449999999997","-125.29128300000001","6668"
"2023-N52788","bc","PDT","2023-08-17T17:55:00.000Z","2023-08-18T19:30:00.000Z","OUT","N","FUL","0.04","49.075449999999996","-117.164417","6668"
"2023-R32622","bc","PDT","2023-08-08T02:12:00.000Z","2023-08-18T19:01:00.000Z","OUT","N","FUL","0.01","54.575716999999997","-127.4032","6668"
"2023-R32578","bc","PDT","2023-08-07T04:04:00.000Z","2023-08-18T19:01:00.000Z","OUT","N","FUL","0.10","54.583666999999998","-127.414283","6668"
"2023-R42770","bc","PDT","2023-08-16T03:50:00.000Z","2023-08-18T18:01:00.000Z","OUT","N","FUL","0.01","55.040317000000002","-128.28013300000001","6668"
"23LA-FORD","sk","CST","2023-08-05T14:31:44.000Z","2023-08-18T16:11:47.000Z","OUT","N","MOD","250.00","57.437417","-102.725867","6668"
"GWF-059-2023","ab","MST","2023-08-14T04:10:00.000Z","2023-08-18T15:12:00.000Z","OUT","H","FUL","0.01","55.332411","-117.189923","6668"
"NO043","mb","CDT","2023-06-19T05:00:00.000Z","2023-08-18T10:34:00.000Z","OUT","N","MON","11391.60","55.85889","-94.36778","6668"
"NO023","mb","CDT","2023-06-11T05:00:00.000Z","2023-08-18T10:34:00.000Z","OUT","N","MON","414.40","56.58389","-91.15194","6668"
"NO020","mb","CDT","2023-06-10T05:00:00.000Z","2023-08-18T10:33:00.000Z","OUT","N","MON","24.60","56.88667","-90.03833","6668"
"NO017","mb","CDT","2023-06-09T05:00:00.000Z","2023-08-18T10:29:00.000Z","OUT","H","MON","108.30","56.55333","-90.87417","6668"
"23LX-ERIR04","sk","CST","2023-08-07T09:48:33.000Z","2023-08-18T08:28:12.000Z","OUT","N","MOD","35.00","55.880673","-107.261619","6668"
"23LX-CREE","sk","CST","2023-07-22T17:00:04.000Z","2023-08-18T08:27:45.000Z","OUT","N","MOD","40.00","57.33919","-106.607507","6668"
"23LX-KEELEY","sk","CST","2023-07-25T09:33:24.000Z","2023-08-18T08:26:29.000Z","OUT","N","FUL","150.00","54.993167","-108.1395","6668"
"2023-G12781","bc","PDT","2023-08-17T00:03:00.000Z","2023-08-18T04:01:00.000Z","OUT","N","FUL","0.10","53.947333","-123.13163299999999","6668"
"2023-N22674","bc","PDT","2023-08-10T01:45:00.000Z","2023-08-18T01:30:00.000Z","OUT","N","FUL","0.20","51.049199999999999","-116.732482","6668"
"2023-G90727","bc","PDT","2023-06-11T18:29:00.000Z","2023-08-18T00:30:00.000Z","OUT","N","FUL","3.50","58.426082999999998","-121.498633","6668"
"2023-G90841","bc","PDT","2023-06-23T02:34:00.000Z","2023-08-18T00:30:00.000Z","OUT","N","FUL","33.22","58.849117","-123.471317","6668"
"2023-G90713","bc","PDT","2023-06-10T23:51:00.000Z","2023-08-18T00:30:00.000Z","BH","N","FUL","112.25","59.950817000000001","-123.87394999999999","6668"
"2023-G90259","bc","PDT","2023-05-10T22:53:00.000Z","2023-08-18T00:30:00.000Z","OUT","H","FUL","1.25","58.846299999999999","-122.6588","6668"
"2023-G72751","bc","PDT","2023-08-14T23:24:00.000Z","2023-08-17T23:30:00.000Z","OUT","N","FUL","0.80","55.630749999999999","-121.42845","6668"
"2023-N72149","bc","PDT","2023-07-23T01:53:00.000Z","2023-08-17T23:30:00.000Z","OUT","N","FUL","0.05","50.517783000000001","-117.385783","6668"
"2023CA013","yt","PDT","2023-08-16T01:23:00.000Z","2023-08-17T23:15:00.000Z","OUT","N","FUL","0.03","62.09204","-136.42491","6668"
"2023-N52377","bc","PDT","2023-07-31T23:41:00.000Z","2023-08-17T22:30:00.000Z","OUT","N","FUL","0.01","50.120232999999999","-117.629833","6668"
"2023-K42691","bc","PDT","2023-08-11T17:31:00.000Z","2023-08-17T22:30:00.000Z","OUT","N","FUL","0.01","51.176250000000003","-118.98908299999999","6668"
"2023-G12742","bc","PDT","2023-08-14T04:02:00.000Z","2023-08-17T21:30:00.000Z","OUT","N","FUL","0.12","54.346299999999999","-123.2503","6668"
"2023-R32782","bc","PDT","2023-08-17T00:14:00.000Z","2023-08-17T21:30:00.000Z","OUT","N","FUL","0.02","55.581049999999998","-126.88538333","6668"
"2023-G11147","bc","PDT","2023-07-05T23:51:00.000Z","2023-08-17T21:30:00.000Z","OUT","N","FUL","2.40","54.263300000000001","-123.64279999999999","6668"
"2023-G12233","bc","PDT","2023-07-24T16:17:00.000Z","2023-08-17T21:00:00.000Z","OUT","N","FUL","0.75","54.037917","-121.04428299999999","6668"
"2023-K52066","bc","PDT","2023-07-22T03:00:00.000Z","2023-08-17T20:30:00.000Z","OUT","N","FUL","0.60","49.727899999999998","-119.79474999999999","6668"
"2023-G42671","bc","PDT","2023-08-10T04:17:00.000Z","2023-08-17T20:30:00.000Z","OUT","H","FUL","0.01","54.076717000000002","-124.007633","6668"
"2023-K72718","bc","PDT","2023-08-13T03:20:00.000Z","2023-08-17T20:30:00.000Z","OUT","N","FUL","0.25","50.560250000000003","-121.46848300000001","6668"
"62542","nb","ADT","2023-08-17T20:07:40.000Z","2023-08-17T20:12:00.000Z","OUT","U","FUL","0.10","46.0714","-64.99613","6668"
"2023-G11447","bc","PDT","2023-07-10T02:05:00.000Z","2023-08-17T20:00:00.000Z","OUT","N","FUL","2.00","53.670583329999999","-122.1433","6668"
"2023-G11181","bc","PDT","2023-07-07T17:31:00.000Z","2023-08-17T20:00:00.000Z","OUT","N","FUL","1.80","53.662633329999998","-122.1587","6668"
"WE054","mb","CDT","2023-07-29T05:00:00.000Z","2023-08-17T17:28:00.000Z","OUT","N","FUL","27.10","53.04250","-99.89417","6668"
"23LA-ISLAND","sk","CST","2023-06-29T14:37:51.000Z","2023-08-17T17:24:59.000Z","OUT","N","MOD","590.00","55.645833","-105.610167","6668"
"23LA-BLACK","sk","CST","2023-06-16T16:21:13.000Z","2023-08-17T17:24:04.000Z","OUT","N","FUL","6646.30","55.722517","-105.848817","6668"
"2023-G72768","bc","PDT","2023-08-16T03:00:00.000Z","2023-08-17T17:01:00.000Z","OUT","N","FUL","0.01","55.330117000000001","-121.446783","6668"
"EA088","mb","CDT","2023-08-12T05:00:00.000Z","2023-08-17T15:03:00.000Z","OUT","N","FUL","1.30","52.33667","-95.53000","6668"
"NO065","mb","CDT","2023-07-01T05:00:00.000Z","2023-08-17T14:56:00.000Z","OUT","N","FUL","64.70","56.23500","-101.27444","6668"
"NO064","mb","CDT","2023-07-01T05:00:00.000Z","2023-08-17T14:53:00.000Z","OUT","N","FUL","53.40","56.75833","-100.56472","6668"
"HWF-148-2023","ab","MST","2023-08-17T02:48:00.000Z","2023-08-17T14:30:00.000Z","OUT","H","FUL","0.01","58.73985","-113.850233","6668"
"NO126","mb","CDT","2023-08-12T05:00:00.000Z","2023-08-17T14:00:00.000Z","OUT","N","FUL","0.20","54.86417","-98.26083","6668"
"NO119","mb","CDT","2023-08-11T05:00:00.000Z","2023-08-17T13:59:00.000Z","OUT","N","FUL","2.00","55.02333","-98.06278","6668"
"NO007","mb","CDT","2023-05-15T05:00:00.000Z","2023-08-17T13:57:00.000Z","OUT","H","FUL","3436.10","54.52278","-97.76111","6668"
"NO118","mb","CDT","2023-08-11T05:00:00.000Z","2023-08-17T13:57:00.000Z","OUT","N","FUL","0.10","54.78500","-97.95778","6668"
"HEA_FIRE_015","on","GMT","2023-08-16T22:34:00.000Z","2023-08-17T11:00:00.000Z","OUT","N","FUL","0.10","49.9228","-84.2184","6668"
"2023-K52048","bc","PDT","2023-07-22T01:43:00.000Z","2023-08-17T01:30:00.000Z","OUT","N","FUL","0.08","49.525616999999997","-119.8297","6668"
"COC_FIRE_050","on","GMT","2023-08-15T14:00:00.000Z","2023-08-17T00:00:00.000Z","OUT","N","FUL","0.10","48.8878","-80.2842","6668"
"2023-K52044","bc","PDT","2023-07-22T00:39:00.000Z","2023-08-16T23:30:00.000Z","OUT","N","FUL","0.01","49.297249999999998","-119.76473300000001","6668"
"2023-R42391","bc","PDT","2023-08-01T20:12:00.000Z","2023-08-16T22:30:00.000Z","OUT","N","FUL","0.02","55.491549999999997","-128.23266699999999","6668"
"2023-K62309","bc","PDT","2023-07-29T02:34:00.000Z","2023-08-16T22:30:00.000Z","OUT","N","FUL","0.01","50.106532999999999","-121.27825","6668"
"2023-R21904","bc","PDT","2023-07-19T23:47:00.000Z","2023-08-16T22:01:00.000Z","OUT","N","FUL","0.01","53.859166999999999","-127.481133","6668"
"2023-G71019","bc","PDT","2023-07-01T00:10:00.000Z","2023-08-16T21:01:00.000Z","OUT","N","FUL","1.28","55.396766999999997","-121.03364999999999","6668"
"2023-K61957","bc","PDT","2023-07-21T01:13:00.000Z","2023-08-16T20:30:00.000Z","OUT","N","FUL","1.20","49.825749999999999","-120.604083","6668"
"2023-K62013","bc","PDT","2023-07-21T21:04:00.000Z","2023-08-16T20:30:00.000Z","OUT","N","FUL","10.60","50.025982999999997","-120.46601699999999","6668"
"2023-K62759","bc","PDT","2023-08-15T02:56:00.000Z","2023-08-16T19:30:00.000Z","OUT","H","FUL","4.00","50.094700000000003","-120.72278300000001","6668"
"2023-N12549","bc","PDT","2023-08-06T23:50:00.000Z","2023-08-16T19:01:00.000Z","OUT","N","FUL","0.40","49.088749999999997","-114.449133","6668"
"2023-K62725","bc","PDT","2023-08-13T20:20:00.000Z","2023-08-16T18:01:00.000Z","OUT","N","FUL","1.20","49.943049999999999","-120.44875","6668"
"2023-V71098","bc","PDT","2023-07-03T05:13:00.000Z","2023-08-16T17:30:00.000Z","OUT","H","FUL","16.60","48.778500000000001","-124.87821700000001","6668"
"SLK_FIRE_095","on","GMT","2023-08-14T22:23:00.000Z","2023-08-16T16:00:00.000Z","OUT","N","FUL","0.50","51.124","-91.323","6668"
"GWF-018-2023","ab","MST","2023-05-05T19:25:00.000Z","2023-08-16T11:54:06.000Z","UC","U","FUL","49327.70","56.281817","-119.161633","6668"
"PWF-061-2023","ab","MST","2023-06-22T20:09:00.000Z","2023-08-16T11:44:00.000Z","OUT","N","FUL","11.45","57.659167","-118.829417","6668"
"CWF-067-2023","ab","MST","2023-08-16T03:05:00.000Z","2023-08-16T09:30:00.000Z","OUT","H","FUL","0.01","49.941283","-114.077117","6668"
"NO036","mb","CDT","2023-06-17T05:00:00.000Z","2023-08-16T09:03:00.000Z","OUT","H","FUL","0.30","54.50472","-94.72889","6668"
"23PA-DITCH12","sk","CST","2023-08-14T15:59:02.000Z","2023-08-16T08:57:26.000Z","OUT","H","FUL","0.10","53.280033","-105.757717","6668"
"2023-G82746","bc","PDT","2023-08-14T17:38:00.000Z","2023-08-16T00:30:00.000Z","OUT","N","FUL","0.02","56.780667000000001","-121.71033300000001","6668"
"2023-N72609","bc","PDT","2023-08-07T23:30:00.000Z","2023-08-15T23:30:00.000Z","OUT","N","FUL","0.30","49.560665999999998","-116.74638299999999","6668"
"2023-K62575","bc","PDT","2023-08-07T03:37:00.000Z","2023-08-15T23:01:00.000Z","OUT","H","FUL","15.78","49.488967000000002","-120.649917","6668"
"2023-N72513","bc","PDT","2023-08-06T03:30:00.000Z","2023-08-15T23:01:00.000Z","OUT","N","FUL","0.01","49.203049999999998","-116.9748","6668"
"HEA_FIRE_013","on","GMT","2023-08-15T13:30:00.000Z","2023-08-15T23:00:00.000Z","OUT","N","FUL","0.10","49.5175","-82.921","6668"
"2023-K62618","bc","PDT","2023-08-08T01:35:00.000Z","2023-08-15T22:30:00.000Z","OUT","N","FUL","0.01","49.674250000000001","-120.58825","6668"
"2023-N52749","bc","PDT","2023-08-14T21:44:00.000Z","2023-08-15T22:30:00.000Z","OUT","N","FUL","0.04","49.320799999999998","-117.1797","6668"
"2023-N72523","bc","PDT","2023-08-06T17:38:00.000Z","2023-08-15T22:01:00.000Z","OUT","N","FUL","0.07","49.233367000000001","-116.856617","6668"
"2023-V30948","bc","PDT","2023-06-28T01:00:00.000Z","2023-08-15T21:30:00.000Z","OUT","N","FUL","0.01","50.182215999999997","-122.966633","6668"
"2023-N22637","bc","PDT","2023-08-08T18:18:00.000Z","2023-08-15T21:01:00.000Z","OUT","N","FUL","0.10","51.054699999999997","-116.877617","6668"
"2023-G32612","bc","PDT","2023-08-08T00:33:00.000Z","2023-08-15T21:01:00.000Z","OUT","H","FUL","0.01","52.768917000000002","-119.157417","6668"
"62","qc","EST","2023-05-10T20:20:00.000Z","2023-08-15T20:20:20.000Z","OUT","H","FUL","0.20","46.1275","-74.5875","6668"
"2023-N72694","bc","PDT","2023-08-11T20:39:00.000Z","2023-08-15T20:01:00.000Z","OUT","N","FUL","0.90","50.539932999999998","-117.40306699999999","6668"
"2023-R11497","bc","PDT","2023-07-10T21:21:00.000Z","2023-08-15T19:30:00.000Z","OUT","N","FUL","0.01","54.268883000000002","-126.026583","6668"
"2023-G91722","bc","PDT","2023-07-15T18:56:00.000Z","2023-08-15T19:01:00.000Z","BH","N","MON","42.00","59.435583000000001","-123.73445","6668"
"2023-G91013","bc","PDT","2023-06-30T21:33:00.000Z","2023-08-15T19:01:00.000Z","BH","N","MOD","3764.80","59.643116999999997","-123.22411700000001","6668"
"2023-R12564","bc","PDT","2023-08-07T02:07:00.000Z","2023-08-15T19:01:00.000Z","OUT","N","FUL","0.03","54.297916999999998","-125.614367","6668"
"2023-G91741","bc","PDT","2023-07-16T01:20:00.000Z","2023-08-15T19:01:00.000Z","BH","N","MON","0.50","59.434550000000002","-123.67019999999999","6668"
"2023-G90709","bc","PDT","2023-06-10T19:55:00.000Z","2023-08-15T19:01:00.000Z","BH","N","MOD","37793.90","59.826500000000003","-123.551883","6668"
"PWF-131-2023","ab","MST","2023-08-15T23:46:00.000Z","2023-08-15T18:40:00.000Z","OUT","H","FUL","0.01","56.314617","-117.3475","6668"
"2023-K42630","bc","PDT","2023-08-08T15:06:00.000Z","2023-08-15T18:30:00.000Z","OUT","H","FUL","0.05","50.227583000000003","-119.502583","6668"
"2023-G80867","bc","PDT","2023-06-24T18:00:00.000Z","2023-08-15T18:30:00.000Z","UC","N","FUL","70.00","56.708616999999997","-120.04095","6668"
"2023-N72502","bc","PDT","2023-08-06T00:17:00.000Z","2023-08-15T18:01:00.000Z","OUT","N","FUL","0.40","49.22795","-116.555617","6668"
"2023-G71672","bc","PDT","2023-07-14T00:28:00.000Z","2023-08-15T18:01:00.000Z","OUT","N","FUL","1.60","55.318199999999997","-121.822883","6668"
"NO091","mb","CDT","2023-07-22T05:00:00.000Z","2023-08-15T16:18:00.000Z","OUT","H","FUL","0.10","54.16556","-97.64639","6668"
"NO076","mb","CDT","2023-07-03T05:00:00.000Z","2023-08-15T16:17:00.000Z","OUT","N","FUL","18.00","54.80444","-97.08361","6668"
"NO071","mb","CDT","2023-07-02T05:00:00.000Z","2023-08-15T16:16:00.000Z","OUT","N","FUL","0.10","54.90000","-97.87222","6668"
"62502","nb","ADT","2023-08-04T11:35:26.000Z","2023-08-15T16:05:00.000Z","OUT","U","FUL","7.00","47.3797","-65.77072","6668"
"NO055","mb","CDT","2023-06-29T05:00:00.000Z","2023-08-15T15:45:00.000Z","OUT","N","MON","554.00","54.34972","-98.40750","6668"
"NO052","mb","CDT","2023-06-26T05:00:00.000Z","2023-08-15T15:43:00.000Z","OUT","H","FUL","1.00","53.95972","-97.83000","6668"
"NO049","mb","CDT","2023-06-25T05:00:00.000Z","2023-08-15T15:42:00.000Z","OUT","H","MON","2.00","54.57222","-98.10778","6668"
"NO009","mb","CDT","2023-05-15T05:00:00.000Z","2023-08-15T15:39:00.000Z","OUT","H","FUL","68.00","54.10139","-97.65889","6668"
"NO010","mb","CDT","2023-05-19T05:00:00.000Z","2023-08-15T15:39:00.000Z","OUT","H","MON","1.00","54.06500","-97.71333","6668"
"NO005","mb","CDT","2023-05-15T05:00:00.000Z","2023-08-15T15:38:00.000Z","OUT","H","FUL","0.10","54.10278","-97.66028","6668"
"NO004","mb","CDT","2023-05-15T05:00:00.000Z","2023-08-15T15:38:00.000Z","OUT","H","FUL","0.10","54.10306","-97.65861","6668"
"NO003","mb","CDT","2023-05-13T05:00:00.000Z","2023-08-15T15:37:00.000Z","OUT","H","FUL","0.20","53.94028","-97.88528","6668"
"23LA-FRIDAY","sk","CST","2023-07-21T15:43:55.000Z","2023-08-15T15:24:38.000Z","OUT","N","FUL","108.40","54.637967","-104.41145","6668"
"23LA-NICOLE","sk","CST","2023-07-25T15:50:34.000Z","2023-08-15T15:11:44.000Z","OUT","N","MOD","1056.00","55.904871","-105.559947","6668"
"NIP_FIRE_105","on","GMT","2023-08-14T17:42:00.000Z","2023-08-15T15:00:00.000Z","OUT","N","FUL","0.20","51.6748","-85.9983","6668"
"PWF-117-2023","ab","MST","2023-07-22T19:40:00.000Z","2023-08-15T14:34:00.000Z","OUT","N","FUL","0.02","55.755967","-116.662617","6668"
"23BN-BENT","sk","CST","2023-07-29T15:38:43.000Z","2023-08-15T14:29:16.000Z","OUT","N","MOD","1371.00","56.71475","-108.353717","6668"
"52","qc","EST","2023-05-06T15:00:00.000Z","2023-08-15T13:52:14.000Z","OUT","H","FUL","0.00","46.0272","-74.6711","6668"
"DRY_FIRE_034","on","GMT","2023-08-14T20:45:00.000Z","2023-08-15T13:30:00.000Z","OUT","H","FUL","0.10","50.1182","-92.3253","6668"
"CWF-066-2023","ab","MST","2023-08-14T21:45:00.000Z","2023-08-15T13:20:00.000Z","OUT","H","FUL","0.01","51.0748","-115.079867","6668"
"CWF-065-2023","ab","MST","2023-08-14T23:30:00.000Z","2023-08-15T09:30:00.000Z","OUT","N","FUL","0.03","51.135533","-114.9013","6668"
"2023-K62682","bc","PDT","2023-08-11T00:39:00.000Z","2023-08-15T03:01:00.000Z","OUT","N","FUL","0.10","49.928016999999997","-120.58685","6668"
"2023-G12524","bc","PDT","2023-08-06T17:51:00.000Z","2023-08-15T02:01:00.000Z","OUT","N","FUL","0.01","53.712282999999999","-123.01845","6668"
"2023-N52686","bc","PDT","2023-08-11T04:17:00.000Z","2023-08-15T01:01:00.000Z","OUT","N","FUL","0.01","49.371482999999998","-117.663267","6668"
"2023-G92279","bc","PDT","2023-07-26T18:28:00.000Z","2023-08-14T23:01:00.000Z","OUT","N","FUL","0.10","58.213500000000003","-122.810367","6668"
"2023-N72500","bc","PDT","2023-08-06T00:10:00.000Z","2023-08-14T23:01:00.000Z","OUT","N","FUL","3.00","49.221666999999997","-117.12195","6668"
"2023-G11191","bc","PDT","2023-07-07T21:30:00.000Z","2023-08-14T23:00:00.000Z","OUT","N","FUL","0.10","53.886167","-121.495167","6668"
"2023-G90647","bc","PDT","2023-06-06T21:52:00.000Z","2023-08-14T23:00:00.000Z","OUT","N","FUL","0.18","59.133482999999998","-121.27248299999999","6668"
"2023XY019","yt","PDT","2023-07-09T00:51:00.000Z","2023-08-14T22:07:00.000Z","UC","N","FUL","1546.00","60.82647","-135.7492","6668"
"2023-K62600","bc","PDT","2023-08-07T20:15:00.000Z","2023-08-14T22:01:00.000Z","OUT","N","FUL","0.01","49.814700000000002","-121.16116700000001","6668"
"2023-N22692","bc","PDT","2023-08-11T20:01:00.000Z","2023-08-14T22:01:00.000Z","OUT","H","FUL","0.01","50.191267000000003","-116.048833","6668"
"2023-C30572","bc","PDT","2023-06-03T00:28:00.000Z","2023-08-14T21:30:00.000Z","OUT","N","MON","25.00","52.692366999999997","-120.48603300000001","6668"
"2023-C30446","bc","PDT","2023-05-21T01:42:00.000Z","2023-08-14T21:30:00.000Z","UC","N","MON","241.70","52.837350000000001","-120.4661","6668"
"47","qc","EST","2023-05-08T17:00:00.000Z","2023-08-14T21:15:07.000Z","OUT","H","FUL","0.20","48.2536","-77.965","6668"
"SLK_FIRE_072","on","GMT","2023-07-08T15:26:00.000Z","2023-08-14T20:00:00.000Z","OUT","N","MON","5.00","51.0859","-89.2838","6668"
"35","qc","EST","2023-05-07T19:00:00.000Z","2023-08-14T19:52:40.000Z","OUT","H","FUL","0.00","46.8222","-75.6219","6668"
"27","qc","EST","2023-05-06T20:15:00.000Z","2023-08-14T19:51:35.000Z","OUT","H","FUL","0.20","45.7028","-74.1397","6668"
"18","qc","EST","2023-04-28T17:00:00.000Z","2023-08-14T19:43:18.000Z","OUT","H","FUL","0.00","46.4019","-74.9819","6668"
"12","qc","EST","2023-04-15T22:40:00.000Z","2023-08-14T19:35:44.000Z","OUT","H","FUL","0.30","45.8514","-76.0433","6668"
"2023-K62471","bc","PDT","2023-08-05T00:30:00.000Z","2023-08-14T19:30:00.000Z","OUT","H","FUL","0.01","49.086799999999997","-120.607783","6668"
"2023-K62642","bc","PDT","2023-08-08T19:13:00.000Z","2023-08-14T19:30:00.000Z","OUT","N","FUL","0.01","50.009082999999997","-120.725633","6668"
"2023-K62326","bc","PDT","2023-07-30T03:17:00.000Z","2023-08-14T19:30:00.000Z","OUT","N","FUL","0.01","50.137867","-120.666583","6668"
"2023-G32645","bc","PDT","2023-08-08T22:09:00.000Z","2023-08-14T19:30:00.000Z","OUT","N","FUL","0.01","52.270667000000003","-119.31916699999999","6668"
"2023-R31390","bc","PDT","2023-07-09T19:56:00.000Z","2023-08-14T19:30:00.000Z","OUT","N","FUL","0.40","54.902149999999999","-127.33875","6668"
"FOR_FIRE_034","on","GMT","2023-08-09T21:28:00.000Z","2023-08-14T19:13:00.000Z","OUT","N","FUL","0.30","49.087","-91.6926","6668"
"2023-K62314","bc","PDT","2023-07-29T21:27:00.000Z","2023-08-14T19:01:00.000Z","OUT","H","FUL","0.60","50.100133","-120.7938","6668"
"NIP_FIRE_043","on","GMT","2023-07-08T16:55:00.000Z","2023-08-14T19:00:00.000Z","OUT","N","MON","257.60","53.4902","-87.8313","6668"
"HWF-030-2023","ab","MST","2023-05-02T21:29:00.000Z","2023-08-14T19:00:00.000Z","UC","U","FUL","96582.00","58.468","-114.483875","6668"
"2023-R12563","bc","PDT","2023-08-07T02:02:00.000Z","2023-08-14T18:30:00.000Z","OUT","N","FUL","0.02","54.306882999999999","-125.61536700000001","6668"
"NIP_FIRE_039","on","GMT","2023-07-06T19:13:00.000Z","2023-08-14T18:13:00.000Z","OUT","N","MON","70.90","51.9495","-87.5303","6668"
"2023-G12745","bc","PDT","2023-08-14T07:23:00.000Z","2023-08-14T18:01:00.000Z","OUT","H","FUL","0.01","53.867150000000002","-123.31908300000001","6668"
"2023-K52581","bc","PDT","2023-08-07T05:13:00.000Z","2023-08-14T18:01:00.000Z","OUT","N","FUL","0.14","49.068416999999997","-119.315833","6668"
"2023-G12175","bc","PDT","2023-07-23T05:26:00.000Z","2023-08-14T18:01:00.000Z","OUT","N","FUL","0.01","53.831282999999999","-121.80166699999999","6668"
"PWF-067-2023","ab","MST","2023-06-24T22:55:00.000Z","2023-08-14T18:00:00.000Z","UC","N","FUL","5248.00","57.647957","-117.89074","6668"
"2023-K52451","bc","PDT","2023-08-04T02:03:00.000Z","2023-08-14T17:30:00.000Z","OUT","H","FUL","0.01","49.781999999999996","-119.4633","6668"
"2023-G42520","bc","PDT","2023-08-06T06:27:00.000Z","2023-08-14T17:01:00.000Z","OUT","N","FUL","0.01","53.92745","-123.95874999999999","6668"
"2023-N52736","bc","PDT","2023-08-13T23:58:00.000Z","2023-08-14T16:30:00.000Z","OUT","N","FUL","0.01","49.323616999999999","-117.3197","6668"
"RED_FIRE_072","on","GMT","2023-08-13T23:18:00.000Z","2023-08-14T15:45:00.000Z","OUT","N","FUL","0.10","51.7957","-92.6942","6668"
"LWF-177-2023","ab","MST","2023-08-14T20:55:00.000Z","2023-08-14T15:05:00.000Z","OUT","H","FUL","0.04","54.565383","-111.004367","6668"
"EA086","mb","CDT","2023-08-07T05:00:00.000Z","2023-08-14T15:04:00.000Z","OUT","N","FUL","0.60","52.43583","-98.79083","6668"
"EA087","mb","CDT","2023-08-11T05:00:00.000Z","2023-08-14T15:04:00.000Z","OUT","N","FUL","0.10","50.95500","-95.57083","6668"
"23LA-NEEDLE","sk","CST","2023-08-09T17:41:45.000Z","2023-08-14T14:36:36.000Z","OUT","N","MOD","0.80","55.363483","-104.542317","6668"
"23LA-MOMO","sk","CST","2023-08-09T17:05:55.000Z","2023-08-14T14:36:28.000Z","OUT","N","MOD","0.10","55.331333","-104.620833","6668"
"WE060","mb","CDT","2023-08-03T05:00:00.000Z","2023-08-14T14:19:00.000Z","OUT","N","FUL","11.30","52.94583","-99.35778","6668"
"SUD_FIRE_042","on","GMT","2023-08-13T21:25:00.000Z","2023-08-14T13:30:00.000Z","OUT","N","FUL","0.10","46.1463","-82.0935","6668"
"23LA-MACPHER","sk","CST","2023-08-09T16:42:47.000Z","2023-08-14T12:30:37.000Z","OUT","N","MOD","0.60","55.335833","-104.4525","6668"
"NO121","mb","CDT","2023-08-11T05:00:00.000Z","2023-08-14T10:27:00.000Z","OUT","N","MON","333.00","57.25306","-93.46722","6668"
"NO089","mb","CDT","2023-07-21T05:00:00.000Z","2023-08-14T10:27:00.000Z","OUT","N","MON","1150.00","57.47500","-95.52611","6668"
"NO075","mb","CDT","2023-07-02T05:00:00.000Z","2023-08-14T10:27:00.000Z","OUT","N","MON","5.00","55.84806","-94.42750","6668"
"NO024","mb","CDT","2023-06-11T05:00:00.000Z","2023-08-14T10:27:00.000Z","OUT","N","MON","2030.00","56.15917","-91.59333","6668"
"PWF-130-2023","ab","MST","2023-08-12T00:42:00.000Z","2023-08-14T09:45:00.000Z","OUT","H","FUL","0.01","56.493183","-116.503717","6668"
"NO014","mb","CDT","2023-06-08T05:00:00.000Z","2023-08-14T09:20:00.000Z","OUT","N","FUL","2.20","55.49639","-97.27250","6668"
"23HB-BRUSH02","sk","CST","2023-08-12T09:30:14.000Z","2023-08-14T08:40:48.000Z","OUT","H","FUL","0.10","52.92232","-102.49091","6668"
"2023BA15","pc","MDT","2023-08-15T02:10:25.000Z","2023-08-14T07:00:00.000Z","OUT","N","FUL","0.04","51.309","-115.9808","6668"
"2023-N72731","bc","PDT","2023-08-13T22:02:00.000Z","2023-08-14T05:01:00.000Z","OUT","N","FUL","0.01","49.435333","-117.282033","6668"
"2023-N12602","bc","PDT","2023-08-07T20:29:00.000Z","2023-08-14T01:30:00.000Z","OUT","N","FUL","1.30","49.296532999999997","-115.252117","6668"
"2023-N52661","bc","PDT","2023-08-09T16:05:00.000Z","2023-08-14T01:30:00.000Z","OUT","N","FUL","0.20","49.760283000000001","-117.28058299999999","6668"
"2023-G12719","bc","PDT","2023-08-13T05:11:00.000Z","2023-08-14T00:30:00.000Z","OUT","N","FUL","0.01","53.750633000000001","-123.19588299999999","6668"
"2023-N52574","bc","PDT","2023-08-07T03:25:00.000Z","2023-08-14T00:30:00.000Z","OUT","N","FUL","0.80","49.709417000000002","-117.45228299999999","6668"
"NIP_FIRE_066","on","GMT","2023-07-28T22:18:00.000Z","2023-08-13T23:26:00.000Z","OUT","N","MON","0.10","51.4409","-88.8913","6668"
"NIP_FIRE_097","on","GMT","2023-08-08T14:52:00.000Z","2023-08-13T23:00:00.000Z","OUT","N","FUL","3.00","51.563","-87.6874","6668"
"2023-N52361","bc","PDT","2023-07-31T17:01:00.000Z","2023-08-13T22:30:00.000Z","OUT","N","FUL","0.27","49.959017000000003","-117.7987","6668"
"2023-N52710","bc","PDT","2023-08-12T21:16:00.000Z","2023-08-13T22:30:00.000Z","OUT","N","FUL","0.14","49.731883000000003","-117.422383","6668"
"CWF-064-2023","ab","MST","2023-08-14T03:42:00.000Z","2023-08-13T21:50:00.000Z","OUT","H","FUL","0.01","50.900833","-114.692617","6668"
