INITDATE,GEOS-5.IMERGEARLY,0,1,2,3,4,5,6,7,8
01-Aug-2023,3.71188814640045,1.31269661188126,1.15425550937653,0.913995552062988,0.703322178125381,0.625955384969711,0.876217979192734,0.829888552427292,1.32819833755493,0.965657591819763
02-Aug-2023,5.72746620178223,3.87032022476196,3.93550453186036,4.21110796928406,3.93223478794098,2.08121113777161,2.44833731651306,2.97188529968262,2.60804507732391,2.19889945983887
03-Aug-2023,4.90773239135742,2.88320119380951,1.36867740154266,0.771776407957077,4.03532648086548,2.57150592803955,3.98182792663574,3.47085154056549,1.10234670639038,2.76346230506897
04-Aug-2023,6.2102991104126,3.07693021297455,2.56995167732239,1.98289649486542,2.75471835136414,2.71689400672913,3.40015501976013,4.0179747581482,0.605863237380982,0.490291589498521
05-Aug-2023,8.32690582275391,5.52459096908569,6.55487322807312,5.53175020217896,4.7168231010437,5.16957244873047,4.79195175170898,0.745228755474092,3.77179872989655,0.680332458019258
06-Aug-2023,8.24747009277344,6.62395582199097,6.96796545982361,7.07251300811768,4.39876184463501,5.99830198287964,5.16449613571167,5.17771239280701,1.13977842330933,3.80320119857788
07-Aug-2023,7.20472774505615,5.59614119529724,5.96627020835877,5.37321910858154,3.36504707336426,6.24285025596619,5.65541534423828,3.90426807403565,5.57107453346252,1.40059785842896
08-Aug-2023,7.00685119628906,4.09184656143189,4.19375991821289,2.55824966430664,2.65614986419678,0.766976565122604,0.769622170925141,7.64594411849976,2.56421983242035,2.64086127281189
09-Aug-2023,5.94778900146484,1.73166222572327,1.75498222112656,4.15270123481751,0.892443495988846,1.61309897899628,0.899590700864792,0.18589069545269,7.80421352386475,0.730631333589554
10-Aug-2023,2.7710823059082,0.948972415924073,0.993784260749817,1.12642312049866,0.550385081768036,0.897098457813264,1.8045013666153,0.563093984127045,0.270430582761765,4.29897809028625
11-Aug-2023,2.98334770202637,0.897332680225372,1.46188259124756,1.84916112422943,2.37113726139069,0.429855361580849,0.463946914672852,0.472785025835037,0.170612947642803,0.642958134412766
12-Aug-2023,2.10620355606079,0.696260619163513,0.775950199365616,0.958822590112686,0.900510346889496,1.67844929695129,0.650578510761261,0.603235912322998,0.793647164106369,0.463911807537079
13-Aug-2023,4.10154256820679,2.02064919471741,1.6576281785965,2.61781048774719,3.10523252487183,3.98486821651459,2.56191027164459,1.52632763385773,2.24009785652161,2.25149190425873
14-Aug-2023,3.69262804985046,2.54360430240631,2.93742115497589,1.99801055192947,2.80705008506775,4.21399698257446,4.6750337600708,2.20870432853699,0.59300880432129,4.15855922698975
15-Aug-2023,5.83182353973389,3.44095435142517,3.61089849472046,3.54131093025208,3.43752925395966,3.42663147449494,5.49164004325867,6.23449649810791,2.73923006057739,0.56888040304184
16-Aug-2023,2.89012985229492,4.2574248790741,5.55241923332214,3.56474528312683,3.59094684123993,4.91153082847595,3.51229581832886,5.70910663604736,8.69843578338623,3.4722307920456
17-Aug-2023,4.8435845375061,5.3251859664917,5.09555611610413,3.99356598854065,7.3019823551178,2.73825182914734,6.25199480056763,4.78702311515809,4.27858495712281,7.12864651679993
18-Aug-2023,7.09889469146729,5.09698162078858,4.92682085037231,5.12108445167542,5.08626952171326,5.87192749977112,2.54796075820923,10.9513833045959,3.73740096092224,2.17685959339142
19-Aug-2023,4.04837560653687,2.07256331443787,2.85876889228821,1.89363875389099,3.25042231082916,1.23121455907822,1.68426761627197,0.475279957056046,12.2561097145081,0.893734222650528
20-Aug-2023,2.52806582450867,2.10394430160522,1.43499467372895,2.72615637779236,2.20072207450867,3.07589690685272,4.16151328086853,2.22663390636444,0.904309231042862,8.43513584136963
21-Aug-2023,3.76022577285767,1.82307946681976,0.934616827964783,0.686152708530427,0.968532407283783,1.87588595151901,5.55440044403076,6.16512384414673,5.82587084770203,5.16816573143005
22-Aug-2023,4.70841464996338,2.3265611410141,1.53446942567825,1.60377950668335,0.8841412961483,0.952677357196808,0.894969344139099,2.97053434848785,4.20749368667603,5.85195407867432
23-Aug-2023,4.64083881378174,2.25911769866943,2.48030519485474,2.85945408344269,2.26650714874268,0.56780971288681,1.95407948493957,4.09900622367859,4.89701585769653,4.62188844680786
24-Aug-2023,5.65587320327759,4.02255477905273,3.7829523563385,5.39312920570374,2.56963374614716,2.26333208084107,0.572686219215393,2.43889799118042,0.512117660045624,5.03956813812256
25-Aug-2023,2.61795830726624,0.871528995037079,0.702713811397553,0.624957591295243,0.86476663351059,0.813299262523651,0.847289884090424,2.56556901931763,2.57046208381653,0.503406596183777
26-Aug-2023,3.64927277565002,0.880928045511246,0.977789300680161,2.43098895549774,1.71851632595062,1.60786490440369,0.903590309619904,2.15853607654572,2.35255393981934,3.21179103851318
27-Aug-2023,7.00404367446899,4.18060412406922,5.65450344085693,5.36469759941101,6.06282029151917,7.65209832191467,8.17450466156006,4.36539564132691,6.04207510948181,0.113543216884136
28-Aug-2023,8.87740688323975,6.83878393173218,5.68338351249695,4.38633871078491,8.49915752410889,7.31518063545227,7.22786054611206,4.44411673545837,6.48745956420898,7.74492635726929
29-Aug-2023,3.07523903846741,1.34289389848709,1.23558509349823,0.753334885835648,1.96268771886826,4.11377964019775,4.67446789741517,1.94099673032761,8.44528179168701,8.97945795059204
30-Aug-2023,2.84241471290588,0.773595017194748,0.651326602697373,0.466872072219849,0.800512737035751,1.50859516859055,4.836243724823,5.4596134185791,0.986565160751343,0.752643835544586
31-Aug-2023,3.70514392852783,0.909163564443588,1.84491512775421,1.79651869535446,0.973621070384979,2.38534812927246,2.53474147319794,1.78923293352127,2.72671480178833,2.49914846420288
01-Sep-2023,4.82684669494629,2.451038646698,3.00466921329498,3.29091682434082,3.35239841938019,2.58731858730316,0.737915301322937,1.48996919393539,2.57634043693542,6.44160742759705
02-Sep-2023,1.13444955348969,1.36036325693131,1.65715012550354,1.84540519714355,1.56666383743286,3.13223576545715,3.01865949630737,0.523400861024857,1.11640622615814,4.19383220672608
03-Sep-2023,2.26754126548767,1.90023798942566,1.59963802099228,2.35236237049103,1.69448897838593,1.65475695133209,4.3290668964386,0.787426155805588,4.04603877067566,1.44189014434814
04-Sep-2023,3.98123111724854,0.973558086156845,0.984314286708832,1.55445626974106,2.54454412460327,3.00468003749847,3.09486787319184,2.11305027008057,2.31479208469391,1.17652003765106
05-Sep-2023,4.75834951400757,3.88157348632813,5.02033314704895,5.6474835395813,4.39176564216614,6.27130756378174,7.02595996856689,4.37580404281616,3.06711361408234,5.57757306098938
06-Sep-2023,3.26601357460022,3.46116752624512,3.32533843517304,4.19784836769104,3.00705256462097,2.10698220729828,3.39550879001617,4.47345280647278,5.07634506225586,1.77474014759064
07-Sep-2023,0.956178426742554,0.743985384702682,0.779497843980789,1.24062268733978,0.819469892978668,1.71759661436081,0.985967814922333,0.734424495697022,3.69642863273621,1.31620918512345
08-Sep-2023,2.64611506462097,1.70092741250992,1.84896130561829,1.67292993068695,2.44913246631622,1.74081062078476,2.82269690036774,3.05728271007538,1.28452988862992,0.639620780944824
09-Sep-2023,3.09302883148193,3.23709406852722,3.289546251297,3.52580227851868,3.33639006614685,3.79361414909363,0.901902711391449,0.952561044692993,3.53500623703003,0.211760406196117
10-Sep-2023,2.72192311286926,2.51208324432373,2.8074774980545,3.08031735420227,2.75111508369446,4.04854364395142,3.92662949562073,0.738578987121582,0.0711656771600247,3.86220042705536
11-Sep-2023,3.43757996559143,3.2017343044281,3.25522975921631,3.44920692443848,1.97327694892883,2.2731511592865,4.11057233810425,3.26001462936401,0.722491800785065,0.0798481360077858
12-Sep-2023,5.19618344306946,4.82133994102478,5.29823355674744,4.2888035774231,4.12856798171997,2.82370855808258,3.77923402786255,4.05253076553345,2.98831295967102,0.82971750497818
13-Sep-2023,6.87652158737183,6.30084657669067,6.86006927490234,7.33802175521851,7.49187040328979,6.88252577781677,6.29562921524048,6.53755617141724,6.14795255661011,7.44642400741577
14-Sep-2023,6.14465303421021,5.8772671699524,6.5066632270813,5.88491778373718,7.39379544258118,6.68941540718079,5.93039970397949,5.38949270248413,8.00229802131653,8.12977313995362
15-Sep-2023,4.31151628494263,4.21364269256592,3.70163288116455,6.76243734359741,8.31916627883911,9.28091888427734,7.81692762374878,7.38497524261475,5.17017288208008,8.12972297668457
16-Sep-2023,2.80582385063171,1.95157868862152,2.39202790260315,1.93651185035706,4.02007048130035,4.72902603149414,0.949758899211884,4.00228190422058,8.23074264526367,3.50550589561462
17-Sep-2023,3.79355418682098,2.79949474334717,1.79618896245956,1.70036504268646,3.83368670940399,6.62809891700744,4.06244897842407,0.370464074611664,1.73473119735718,8.79381732940674
18-Sep-2023,2.68306202888489,0.891995668411255,1.36753987073898,0.887752598524094,0.940128749608994,3.17171177864075,6.59092035293579,5.12544107437134,0.602390575408936,1.71220552921295
19-Sep-2023,3.85819158554077,2.29375452995301,2.2584255695343,2.22938194274902,1.79967901706696,1.25049813985825,3.35158157348633,8.5817307472229,5.47548379898071,1.42161383628845
20-Sep-2023,4.04582800865173,3.21678719520569,3.7488751411438,3.81310482025146,3.3562490940094,6.4413655281067,5.8651704788208,7.12872591018677,7.1079216003418,6.50492353439331
21-Sep-2023,6.31331267356873,5.91088972091675,6.70429787635803,8.11089458465576,6.60991053581238,5.89108943939209,3.65168931484223,7.22817339897156,6.16661100387573,9.1318151473999
22-Sep-2023,6.46958112716675,3.53406901359558,3.56372511386871,3.8232274055481,4.4709912776947,4.01785311698914,6.47808218002319,3.19582810401917,3.85483431816101,9.20758476257324
23-Sep-2023,6.90099291801453,4.68037347793579,5.11846809387207,4.03101224899292,0.964423370361328,5.47305727005005,1.19990742206573,0.637615990638733,3.33336324691772,3.4178671836853
24-Sep-2023,5.28454475402832,4.13726453781128,4.0816837310791,5.09773840904236,4.03042426109314,1.795550096035,5.256343126297,4.01933240890503,3.5310775756836,5.9092776298523
25-Sep-2023,6.05948505401612,5.41036081314087,5.64674096107483,5.85933032035828,5.74486947059631,4.68828897476196,3.11571168899536,5.09142932891846,6.00264015197754,2.63355584144593
26-Sep-2023,6.68241882324219,6.37056245803833,7.17398710250855,7.63283424377441,8.03112154006958,8.69393539428711,5.81190452575684,3.65024676322937,6.95839776992798,3.64412236213684
27-Sep-2023,7.42010431289673,6.80412902832031,7.60858988761902,7.78228945732117,8.06226539611817,8.9511887550354,10.1934109687805,7.93063254356384,6.72761888504028,7.30780520439148
28-Sep-2023,7.94746189117432,7.65369091033936,8.49122905731201,9.68376178741455,10.1280058860779,10.1880415916443,11.0377798080444,12.5849905967712,9.3536545753479,6.86348843574524
29-Sep-2023,9.54070301055908,9.4756028175354,10.5709314346313,11.5055048942566,11.8389786720276,12.5192176818848,11.3976079940796,11.2855111122131,14.018846988678,9.02426671981812
30-Sep-2023,9.04780902862549,9.14188375473023,8.82534713745117,9.52820491790771,6.48217668533325,10.1445633888245,7.18066926002502,NaN,2.31466972827911,5.91900434494019
01-Oct-2023,8.11785621643066,6.2339195728302,5.71133680343628,3.09582107067108,2.73362662792206,2.76446430683136,1.77238199710846,2.92445843219757,NaN,0.940333372354508
02-Oct-2023,3.07847671508789,4.53507671356201,2.46676545143127,0.750742381811142,0.842861294746399,1.25493373870849,0.899453043937683,0.829198026657105,1.79087532758713,NaN
03-Oct-2023,0.90838897228241,0.521099001169205,0.49071895480156,0.445109948515892,0.329964718222618,0.0584170043468475,0.0362095579504967,0.107832458615303,1.53826041221619,1.37554526329041
04-Oct-2023,2.7751190662384,3.64886255264282,4.1041365146637,2.99871683120728,3.25077352523804,1.58880349397659,0.325207591056824,0.262231034040451,0.464783450961113,7.88595819473267
05-Oct-2023,0.815456807613373,2.21765446662903,2.45904641151428,3.54502439498901,3.56434805393219,2.06915669441223,0.891889542341232,1.56056660413743,0.991788828372955,0.141534268856049
06-Oct-2023,0.103095368295908,0.571887290477753,0.645064461231232,0.605672973394394,0.500533545017243,0.905019223690033,1.32274032831192,0.0217315459623933,1.40379536151886,0.166608302295208
07-Oct-2023,0.451150819659233,0.248534578084946,0.107554212212563,0.237748661637306,0.26159884929657,0.225196939706804,0.742459899187088,0.535527020692826,1.22515938282013,0.436936801671982
08-Oct-2023,0.0416301228106022,0.0269266746938229,0.0330139577388764,0.0289587188512087,0.131975039839745,0.691307151317597,0.778520345687866,5.18741884231567,0.0547999143600464,0.362335982918739
09-Oct-2023,0.265790098905563,0.0820636749267577,0.0848132953047752,0.207519513368607,0.0942998975515365,0.0799420073628426,1.2366033911705,0.0719560384750367,4.38288469314575,0.181746169924736
10-Oct-2023,0.429966646432877,0.343674999475479,0.277974796295166,0.375246641039848,0.379163074493408,0.344711238145828,0.417430102825165,0.585159838199615,0.27754870057106,4.5717698097229
11-Oct-2023,0.4431984603405,0.408067241311073,0.473937618732452,0.492205107212067,0.595518004894257,0.539692378044128,0.496277153491974,0.520042371749878,0.802547609806061,0.642121338844299
12-Oct-2023,0.520812070369721,0.428963851928711,0.470195710659027,0.500987130403519,0.630570375919342,0.966006696224213,0.969114339351654,0.519167220592499,0.755349040031433,1.14318562746048
13-Oct-2023,0.768684983253479,0.594076991081238,0.613190042972565,0.706449389457703,0.61567325592041,0.694578832387925,1.54753446578979,0.995508098602295,0.65548095703125,0.599662470817566
14-Oct-2023,1.41334941387177,0.839985030889511,0.931717443466187,0.825928562879563,0.892243093252182,0.802087062597275,2.02188739776611,3.41119821071625,1.58740816116333,2.42088079452515
15-Oct-2023,3.11650767326355,2.54475855827332,2.15832996368408,1.88796555995941,1.65437750816345,1.51398050785065,1.98790369033813,2.72066295146942,6.48140478134155,1.74340170621872
16-Oct-2023,1.7576678276062,1.19520378112793,1.18450421094894,1.33705849647522,1.35487127304077,0.965827757120132,1.448175573349,2.15727245807648,2.72492170333862,4.40063810348511
17-Oct-2023,0.995779955387116,0.823394477367401,0.800815653800964,1.0426011800766,1.38330483436584,1.35171489715576,1.56630691289902,1.41427336931229,2.79097397327423,3.29522275924683
18-Oct-2023,4.26379337310792,2.38095526695251,4.233464717865,2.67367672920227,3.53640308380127,3.63044075965881,4.59096536636352,5.1652195930481,6.00361886024475,8.14190979003907
19-Oct-2023,1.76702244281769,0.920026564598084,1.43332341909409,1.76930876970291,3.40182812213898,7.4994912147522,7.62351856231689,3.4672839641571,4.12474665641785,4.9079122543335
20-Oct-2023,3.02637314796448,0.779114258289337,0.899151265621185,0.901758193969727,0.25967498421669,0.367683133482933,2.49690263271332,0.122846858948469,4.00426959991455,0.281003937125206
21-Oct-2023,1.49572193622589,0.672197377681732,0.651096802949905,0.509749054908753,0.220503501594067,0.263326150178909,0.460074096918106,0.637681531906128,0.139414198696613,2.8309965133667
22-Oct-2023,0.844727396965027,0.511574351787567,0.487562525272369,0.969408118724823,0.727080881595611,0.00257690367288888,0.724771320819855,2.22129063606262,0.00291658393107355,0.26389896273613
23-Oct-2023,0.706422090530396,0.0664675980806351,0.0689051374793053,0.165154010057449,2.48160026073456,NaN,NaN,0.225299462676048,0.619381725788116,NaN
24-Oct-2023,0.000189318176126108,NaN,NaN,0.0221148565411568,0.00230498542077839,0.00455117551609874,NaN,0.0015909094363451,NaN,2.44135665893555
25-Oct-2023,0.00852066557854414,NaN,NaN,0.182660564780235,0.0171025462448597,0.0353826198726892,0.04753452911973,0.237075924873352,0.00469232210889459,1.97949957509991e-05
26-Oct-2023,NaN,NaN,NaN,NaN,NaN,1.01193309426308,0.0117421839386225,NaN,NaN,NaN
27-Oct-2023,NaN,NaN,NaN,NaN,NaN,NaN,0.221303255856037,NaN,NaN,NaN
28-Oct-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.391800159960985,NaN,NaN
29-Oct-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0898036360740662,NaN
30-Oct-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Oct-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
