INITDATE,GEOS-5.IMERGEARLY,0,1,2,3,4,5,6,7,8
25-Jul-2023,1.41762897968292,0.500620865821838,0.472826084494591,0.57482179403305,0.597971987724304,0.603658199310303,2.19943103790283,0.485398802161217,0.790795397758484,0.514963608980179
26-Jul-2023,4.50309543609619,1.99547555446625,2.30868773460388,1.97479382753372,2.14202754497528,3.20719528198242,0.550286060571671,6.80095171928406,NaN,2.04754557609558
27-Jul-2023,4.39606370925903,0.842459720373154,0.740702021121979,0.750295263528824,0.794354695081711,4.34427161216736,6.78984789848328,0.88536856174469,7.64015054702759,0.42260847389698
28-Jul-2023,3.38914480209351,1.63166023492813,1.14091694355011,1.3647535443306,0.87952441573143,0.490987777709961,0.673511970043182,0.412250718474388,0.401737815141678,0.757888823747635
29-Jul-2023,3.5838634967804,0.72636958360672,0.728362745046616,0.551653170585632,1.58128185272217,0.778307330608368,0.63649275302887,0.86863859295845,0.80139427781105,0.901801115274429
30-Jul-2023,4.52676439285278,0.990841215848922,1.56511067152023,1.8111200094223,0.927386367321014,3.40506520271301,1.57180510759354,1.21978678703308,3.21803340911865,2.75302696228027
31-Jul-2023,5.40771760940552,0.922612684965133,0.911583334207535,0.917254394292831,0.99492866396904,2.00428347587585,4.24521503448486,0.700314450263977,1.96691286563873,5.66237330436706
01-Aug-2023,5.74608001708984,1.9592579126358,2.33941988945007,1.9879427075386,2.26420948505402,3.02860589027405,3.05060911178589,6.19658274650574,1.67989987134933,3.11886007785797
02-Aug-2023,6.51309766769409,4.82382264137268,5.40696969032287,5.92079463005066,5.5270357131958,4.6741461277008,5.29450106620789,4.92799978256225,7.27154693603516,4.87851958274841
03-Aug-2023,0.443012797832489,0.638915276527405,0.630277901887894,0.906654667854309,0.735415291786194,4.35818586349487,5.10855121612549,6.2069185256958,4.88846797943115,0.00666904496029019
04-Aug-2023,0.57055162191391,0.171940754354,0.126953353732824,0.129434442520142,0.105990712344646,0.578965926170349,0.194896878302097,0.310457438230515,0.047551804035902,0.568994146585464
05-Aug-2023,1.65802810192108,0.613147062063217,0.611100685596466,0.537420278787613,0.576131105422974,0.635441875457764,2.56439535617828,0.903362268209457,1.31895979642868,0.13231188505888
06-Aug-2023,3.96576585769653,2.36824100017548,2.23086807727814,2.4483466386795,2.22455034255981,2.28804025650024,3.32766556739807,5.41963815689087,4.36032013893127,4.21492447853088
07-Aug-2023,2.35579528808594,3.22250773906708,5.50718374252319,5.58722996711731,4.43765196800232,4.10075845718384,4.97664847373962,5.68654499053955,9.78214702606201,6.0277774810791
08-Aug-2023,0.792590630054475,4.86152563095093,5.90681881904602,7.5900176525116,7.23183884620666,0.00942874364554882,0.0287079479545355,6.43882122039795,3.54043705463409,3.55319323539734
09-Aug-2023,0.64246301651001,1.68555414676666,3.08324952125549,4.99358143806457,6.63357357978821,7.62936305999756,0.437011802196503,0.391809076070786,0.34696292579174,0.0902238883078098
10-Aug-2023,0.288164430856705,0.429883441329002,0.416143295168877,0.446101665496826,0.530551844835281,1.234843313694,8.47505083084106,1.41439175605774,0.498799920082092,0.0463773868978023
11-Aug-2023,0.466877502202988,0.125080090761185,0.202927151322365,0.341553348302841,0.354810696840286,0.416177126765251,0.432318547368049,2.80762097835541,0.601669317483902,0.0197167431935668
12-Aug-2023,0.327506542205811,0.34086531996727,0.336255386471748,0.466234529018402,0.255893564224243,0.581277400255203,0.892515915632248,0.788926690816879,0.297457838058472,0.948388457298279
13-Aug-2023,0.228340592980385,0.208366055786609,0.651556771993637,0.186235824227333,1.10659503936767,0.076633420586586,0.165680105984211,0.246736195683479,3.36330392360687,0.507900810241699
14-Aug-2023,0.450199604034424,0.209534761309624,0.235825183987617,0.379943978786468,0.173286411166191,2.21044445037842,0.298288527131081,0.0734604552388191,0.505541664361954,1.44058526754379
15-Aug-2023,0.715226197242737,0.437769410014153,0.456518492102623,0.447887602448463,0.566220355033874,0.0683227270841598,4.94814019203186,0.871463549137115,0.361935374140739,1.41171296834946
16-Aug-2023,2.74747486114502,1.80515198707581,2.54623613357544,2.95058672428131,0.978813183307648,2.77623827457428,0.178163206577301,4.90254731178284,4.28409633636475,2.36480259895325
17-Aug-2023,5.87483625411987,5.96493225097656,6.41092476844788,7.00145568847656,7.40384831428528,2.66431488990784,5.69260454177856,0.611458307504654,1.53665863275528,1.19693009853363
18-Aug-2023,1.55189821720123,0.647745150327683,0.682027816772461,0.600598388910294,0.835946559906006,2.90696880817413,0.263376626372337,5.92333674430847,2.40915699005127,3.53125760555267
19-Aug-2023,0.371234798431397,0.122749642282724,0.314210593700409,0.26200957596302,0.504399251937866,0.824728572368622,2.81512396335602,0.58402361869812,0.250436268746853,0.21458540558815
20-Aug-2023,0.69236661195755,0.510628128051758,0.611777228116989,0.720751237869263,0.72441788315773,0.914837902784348,1.87795164585113,5.46928024291992,2.02636566162109,0.470517668128014
21-Aug-2023,2.17533068656921,1.10213737487793,1.58895163536072,1.63302700519562,2.40615954399109,2.4957172870636,2.52493696212768,4.60853981971741,6.61677074432373,3.58054246902466
22-Aug-2023,3.97369599342346,2.60432865619659,2.93733103275299,4.42627921104431,4.04217085838318,4.13021955490112,3.23090832233429,2.2680825471878,5.26828026771545,6.86892848014832
23-Aug-2023,5.27134056091309,3.77238764762878,4.13902730941772,4.99183259010315,5.97002239227295,6.31405019760131,6.38479251861572,5.21712689399719,0.790350311994552,0.212230913341045
24-Aug-2023,5.88592948913574,4.51926484107971,4.90678396224976,4.44120292663574,5.48285789489746,3.11772644519806,1.38443927764893,5.84617772102356,5.5800555229187,0.47098234295845
25-Aug-2023,5.26926927566528,4.00912482738495,3.61336786746979,3.37583158016205,1.20977212190628,0.881781625747681,1.68967592716217,2.44510366916656,5.53234391212463,4.5806755065918
26-Aug-2023,5.25277338027954,0.603047996759414,0.810969918966293,1.24093421697616,2.26593899726868,0.951507472991943,0.897779023647308,3.2815141916275,0.722191715240478,6.75935373306274
27-Aug-2023,5.53493041992188,1.31302356719971,1.65603041648865,2.32411134243011,1.78530834913254,4.66832857131958,3.25076014995575,2.5333265542984,5.84324736595154,2.48798654079437
28-Aug-2023,8.41842498779297,5.24008498191833,5.84481916427612,5.80648937225342,6.65811238288879,6.13023061752319,8.85673904418945,6.34409513473511,5.86561684608459,8.63634147644043
29-Aug-2023,6.97653961181641,5.63418822288513,6.41363477706909,6.17918176651001,6.83369688987732,6.58027491569519,5.90164709091187,8.54402074813843,9.01341066360473,8.41315307617187
30-Aug-2023,0.99089035987854,1.56681603193283,0.90751821398735,3.63730158805847,0.933660894632339,1.32392772436142,7.77392134666443,7.57501955032349,0.217868895828724,8.99518308639526
31-Aug-2023,2.74014177322388,0.849265861511231,0.914080196619034,1.49739233255386,5.33269991874695,2.92563118934631,1.03838750123978,8.77419290542603,3.86310787200928,0.74121178984642
01-Sep-2023,5.13628244400025,3.30026226043701,3.98457224369049,3.97974879741669,4.67188420295715,6.41742806434631,7.39144244194031,5.40582680702209,8.41945991516113,4.6922562122345
02-Sep-2023,6.03193502426148,5.50309147834778,5.826837682724,6.7232771396637,6.93041396141052,6.82886643409729,8.16324281692505,4.15395851135254,0.98881613612175,6.4474871635437
03-Sep-2023,6.58996839523315,5.94931416511536,6.78187456130981,6.70380010604858,7.39342069625854,6.80223608016968,7.56931080818176,6.71711874008179,6.03546748161316,2.055999147892
04-Sep-2023,6.4280969619751,5.34101486206055,5.87639923095703,6.68873119354248,7.7858428478241,8.66452836990356,8.4053373336792,9.18848266601563,8.08615589141846,5.89963970184326
05-Sep-2023,8.36787261962891,7.27817816734314,8.20716667175293,9.40063333511353,9.78929767608643,10.5219519615173,10.4477670669556,7.9622893333435,10.2708495140076,9.90145664215088
06-Sep-2023,8.44248752593994,7.51913051605225,7.58134155273437,8.27617855072021,8.3651255607605,9.05581359863281,8.33695440292358,10.9950212478638,5.90130186080932,10.0469753265381
07-Sep-2023,6.54196653366089,4.18250484466552,3.57933325767517,1.68093414306641,0.948416072130203,4.45258679389954,10.1067107200623,10.0021206855774,11.3560211181641,0.762984204292297
08-Sep-2023,1.92157497406006,0.143372531235218,0.0790669254958629,0.175006672739983,0.112271945923567,0.113068200647831,0.516141188144684,0.782287353277206,2.47211124897003,9.08241624832153
09-Sep-2023,4.66321611404419,0.653988713026047,0.658811277151108,0.515236240625381,0.28434165418148,0.0417877055704593,0.0576284661889076,0.169805751740932,0.146596044301987,0.944573092460632
10-Sep-2023,4.7844804763794,2.22495105266571,2.77483425140381,2.69454281330109,1.32635272741318,0.878866630792618,0.367799121141434,0.548091858625412,0.70961207151413,0.785504448413849
11-Sep-2023,6.73336582183838,4.48807458877563,5.41488308906555,5.52240614891052,5.09206628799438,4.04758005142212,2.80053663253784,0.69776913523674,0.599765777587891,1.04293111562729
12-Sep-2023,2.0145788192749,3.36499986648559,3.34912478923798,4.01038837432861,5.24424324035644,5.51997852325439,5.23551712036133,4.18682909011841,2.29987072944641,0.916633415222168
13-Sep-2023,0.499796825647354,0.0670838043093681,0.125219306349754,0.125670394301414,0.329720637202263,6.35272173881531,4.43269591331482,5.0962308883667,5.84312071800232,4.2602605342865
14-Sep-2023,0.870888900756836,0.155069325864315,0.160974064469337,0.228091825544834,0.710903185606003,0.211679753661156,6.98091344833374,0.819064486026764,5.71418323516846,0.0417843278497457
15-Sep-2023,2.76921792030335,0.632688599824905,0.663667023181915,0.651391112804413,0.670928353071213,2.41158769130707,0.693914461135864,8.00747394561768,0.348999899625778,5.69905672073364
16-Sep-2023,4.40357360839844,2.43577952384949,3.11796064376831,2.72616946697235,2.97836475372314,3.10300948619842,4.7234601020813,0.984356480836868,6.76566481590271,0.928584045171738
17-Sep-2023,4.58241939544678,3.77484033107758,4.75188302993774,5.18213291168213,5.03059139251709,5.59302864074707,6.14239382743835,7.14125390052795,1.92073539495468,8.41168384552002
18-Sep-2023,2.95210471153259,1.26575272083282,2.25655505657196,2.21507968902588,2.59135231971741,4.65495724678039,5.31424207687378,5.69930386543274,6.85900440216064,4.52038469314575
19-Sep-2023,3.9396906375885,1.73043454885483,1.85436668395996,1.14300065040588,2.61380634307861,3.41644570827484,0.811838120222092,2.60854578018188,1.28743637800217,7.92329015731811
20-Sep-2023,4.91724882125855,2.84108684062958,3.30782039165497,2.66047973632812,2.37159762382507,4.65668287277222,4.39148497581482,2.75247657299042,0.752203696966171,0.792010897397995
21-Sep-2023,6.25561094284058,4.56163649559021,4.88763661384582,5.45848240852356,5.19989008903503,4.81826267242432,6.3693953037262,6.19707417488098,5.29480857849121,2.41118042469025
22-Sep-2023,7.8736177444458,4.99094567298889,6.40822944641113,5.9653733253479,6.02049794197083,6.51067581176758,4.93624267578125,7.09805750846863,7.18092064857483,7.2930655002594
23-Sep-2023,6.38672018051147,4.58164687156677,4.9573118686676,5.29284987449646,6.10875825881958,1.14971494674682,6.8617917060852,5.18039879798889,6.6243293762207,7.41703033447266
24-Sep-2023,7.34619455337524,5.99826383590698,6.27533488273621,7.7050745010376,7.16719326972961,4.62027111053467,3.87695860862732,7.35528154373169,5.5804901599884,4.94955854415893
25-Sep-2023,9.01701679229736,7.17377963066101,7.42161407470703,7.16799931526184,8.48926496505737,7.39221720695496,4.55751595497131,6.77817039489746,8.01848669052124,5.52060499191284
26-Sep-2023,8.79942665100098,7.23753118515015,7.37062902450562,7.81674838066101,7.98705968856811,8.8686972618103,7.42713952064514,5.92252016067505,6.89310822486877,7.15414118766785
27-Sep-2023,10.0591756820679,8.22608690261841,8.8661021232605,8.87479238510132,9.3266674041748,8.80665302276611,9.14667291641235,8.53472995758057,7.066996717453,8.71240367889404
28-Sep-2023,10.4328811645508,8.85369520187378,9.50730438232422,10.2567183494568,10.6001483917236,10.3271618843079,10.0216892242432,10.6392107009888,9.61471729278565,8.40097646713257
29-Sep-2023,10.2054691314697,9.05164928436279,9.74112567901611,10.8869560241699,11.9826042175293,11.6787436485291,12.6717416763306,11.3205068588257,11.7789743423462,9.62561340332031
30-Sep-2023,10.5514694213867,9.58718109130859,10.5733539581299,11.3047478675842,11.5363903999329,12.4190872192383,11.2282871246338,NaN,11.3624526977539,10.4204694747925
01-Oct-2023,10.8506832122803,9.59088191986084,9.86504421234131,10.2723883628845,10.8783422470093,9.97621173858643,11.1944672584534,10.9516513824463,NaN,11.0963170051575
02-Oct-2023,11.5469396591187,10.8281088829041,11.1156156539917,10.5667302131653,11.2682023048401,11.3965090751648,10.6360932350159,11.5607332229614,11.9298492431641,NaN
03-Oct-2023,9.88303184509277,8.86712675094604,9.65959568023682,8.83000392913818,9.55300035476685,10.4391642570496,10.219093132019,10.556224822998,3.1255309343338,8.43375978469848
04-Oct-2023,11.050696182251,9.73828945159912,11.3766123771667,11.1893810272217,10.3762211799622,11.6707567214966,11.9373705863953,12.3985843658447,6.91136198043823,9.25347690582276
05-Oct-2023,2.31708450317383,10.062560749054,11.3317585945129,10.2689831733704,11.3132180213928,9.74102582931518,12.4918142318726,13.2333171844482,12.9532041549683,7.55733251571655
06-Oct-2023,0.896240520477295,7.58128824234009,8.66950769424438,8.7077278137207,6.16487374305725,1.9267360329628,0.342952886223793,0.5995361328125,5.22395968437195,1.97208124399185
07-Oct-2023,0.103161434829235,0.323244512081146,0.403084555268288,1.08592609167099,0.807669246196747,0.308312407135963,0.372433853149414,0.116851359605789,0.617652326822281,0.298970639705658
08-Oct-2023,0.00141552983550355,0.00563392871990803,0.00197515060426667,0.000911254878155885,0.00118956794030964,0.470494920015335,0.088148319721222,0.0317945238202811,0.631973344087601,0.882297599315643
09-Oct-2023,0.154936134815216,0.0376482423394918,0.0513339817523956,0.0201732531189918,0.0189269725233316,0.0756227821111679,0.0830378182232381,0.444980537891388,0.0473969370126725,0.289109233021736
10-Oct-2023,0.358098405599594,0.190442071855068,0.219031476974487,0.258599451184273,0.233404341340065,0.134436622262001,0.364893692731857,0.386612755060196,0.828674811124802,0.277199220657349
11-Oct-2023,0.490236577391625,0.340442642569542,0.339949434995651,0.443096396327019,0.267521351575851,0.307159847021103,0.262933391332628,0.108826489746571,1.99616206884384,1.55259907245636
12-Oct-2023,0.619022595882416,0.160194459557533,0.187620565295219,0.140610980987549,0.116762620955706,0.173236691951752,0.300887390971184,0.122561448812485,0.899325907230377,2.3398900270462
13-Oct-2023,0.967862594127655,0.311414831876755,0.298120599985123,0.355137491226197,0.365908849239349,0.392981740832329,0.603271561861038,0.502481818199158,0.0475546397268772,1.5392040014267
14-Oct-2023,1.8027845621109,0.520527756214142,0.631034982204437,0.602394413948059,0.650732499361038,0.945870226621628,0.607699102163315,0.0401785653084516,1.60079432725906,0.000521478155860677
15-Oct-2023,1.03541724681854,0.273073828220367,0.336050245165825,0.557576805353165,0.801177942752838,0.857260286808014,1.75959333181381,0.811577677726746,0.000300213240552693,2.7779176235199
16-Oct-2023,1.43269286155701,0.40822097659111,0.399356037378311,0.450764387845993,0.789490842819214,0.952692639827728,1.48920923471451,1.48562091588974,0.822161728143692,0.00276194000616669
17-Oct-2023,1.45197620391846,0.531999051570892,0.57055327296257,0.538477087020874,0.504265260696411,0.838465768098831,1.31355381011963,2.07425837516785,1.70195925235748,0.923557609319687
18-Oct-2023,2.7671766281128,0.959920203685761,1.51635885238647,1.50737584829331,1.58216059207916,1.15696620941162,1.92954769134521,2.54632570743561,3.17132158279419,3.08577585220337
19-Oct-2023,2.75812888145447,1.59851205348969,1.85396738052368,2.07096254825592,2.66918935775757,2.69591736793518,2.78774862289429,2.63928527832031,3.42845714092255,3.7780179977417
20-Oct-2023,0.554065668582916,1.08314142227173,0.94295916557312,0.843194544315338,0.728994280099869,1.41270896196365,2.29632966518402,0.63727867603302,2.51330368518829,2.22405354976654
21-Oct-2023,0.272626304626465,0.337340134382248,0.567127281427383,0.504624485969543,0.175473211705685,0.0559358455240726,0.0901587657630442,0.0512817203998566,0.06167027130723,0.88267582654953
22-Oct-2023,0.6619553565979,0.202525898814201,0.364780449867249,0.653626251220703,0.898951721191406,0.379086804389954,0.13045579791069,0.222961884737015,0.0818840175867081,0.00481138313189149
23-Oct-2023,0.681532669067383,0.29672127366066,0.316918605566025,0.379644691944122,0.741975736618042,1.00931361317635,0.749986064434052,0.527657067775726,0.498677498102188,0.206999675929546
24-Oct-2023,0.587346190214157,0.532917737960815,0.501812213659287,1.39743304252625,2.13331575393677,2.41143360137939,2.3411162853241,3.32670967578888,1.89109003543854,3.18768906593323
25-Oct-2023,0.0369106575846672,0.347477734088898,0.28515899181366,0.0598563253879548,0.67371723651886,0.663717597723007,0.309195420145989,0.531588900089264,0.80796263217926,3.07929635047913
26-Oct-2023,0.122666634619236,0.246694833040237,0.448548763990402,0.17063332349062,0.0039643426425755,0.0714054256677628,0.303246039152146,0.0853127792477607,0.409323221445084,0.0759048596024514
27-Oct-2023,0.000293167307972908,0.00325777900870892,0.00188641657587141,0.0140669895336032,0.0159779576584697,0.00640260381624106,0.446228244900703,0.00281515857204795,0.139621365070343,0.717098355293274
28-Oct-2023,0.0187091998755932,0.0422175645828247,0.0593653500080109,0.0743651673197746,0.123706869781017,0.079274922609329,0.115985102951527,0.446769952774048,0.0567414872348309,0.164172765612602
29-Oct-2023,0.0717997781932354,0.122014284133911,0.193555003404617,0.218769067525864,0.18273071795702,0.327833539247513,0.209805902838707,0.270818427205086,0.527727341651916,0.000744827173184604
30-Oct-2023,NaN,NaN,NaN,NaN,0.291865915060043,0.0180806249380112,NaN,0.306730136275291,0.0011067494051531,1.9418353676796
31-Oct-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.179835796356201,0.226132184267044,NaN
05-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,0.00145647954195738,NaN,0.0563778840005398,0.394051253795624
06-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100356969237328,NaN,NaN
07-Nov-2023,NaN,NaN,NaN,NaN,NaN,0.00707395188510418,NaN,NaN,NaN,NaN
08-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Nov-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Dec-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Jan-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Feb-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
